	constitutional_XLogP	constitutional_MW	constitutional_LipinskiFailures	constitutional_nRotB	constitutional_MLogP	constitutional_nAtomLAC	constitutional_nAtomP	constitutional_nAtomLC	constitutional_nB	constitutional_nBase	constitutional_nAtom	constitutional_nAromBond	constitutional_naAromAtom	constitutional_ALogP	constitutional_ALogp2	constitutional_AMR	electronic_tpsaEfficiency	electronic_TopoPSA	electronic_nHBDon	electronic_nHBAcc	electronic_PPSA.1	electronic_PPSA.2	electronic_PPSA.3	electronic_PNSA.1	electronic_PNSA.2	electronic_PNSA.3	electronic_DPSA.1	electronic_DPSA.2	electronic_DPSA.3	electronic_FPSA.1	electronic_FPSA.2	electronic_FPSA.3	electronic_FNSA.1	electronic_FNSA.2	electronic_FNSA.3	electronic_WPSA.1	electronic_WPSA.2	electronic_WPSA.3	electronic_WNSA.1	electronic_WNSA.2	electronic_WNSA.3	electronic_RPCG	electronic_RNCG	electronic_RPCS	electronic_RNCS	electronic_THSA	electronic_TPSA	electronic_RHSA	electronic_RPSA	electronic_bpol	electronic_apol	geometrical_topoShape	geometrical_geomShape	geometrical_MOMI.X	geometrical_MOMI.Y	geometrical_MOMI.Z	geometrical_MOMI.XY	geometrical_MOMI.XZ	geometrical_MOMI.YZ	geometrical_MOMI.R	geometrical_LOBMAX	geometrical_LOBMIN	geometrical_GRAV.1	geometrical_GRAV.2	geometrical_GRAV.3	geometrical_GRAVH.1	geometrical_GRAVH.2	geometrical_GRAVH.3	geometrical_GRAV.4	geometrical_GRAV.5	geometrical_GRAV.6	geometrical_PPSA.1	geometrical_PPSA.2	geometrical_PPSA.3	geometrical_PNSA.1	geometrical_PNSA.2	geometrical_PNSA.3	geometrical_DPSA.1	geometrical_DPSA.2	geometrical_DPSA.3	geometrical_FPSA.1	geometrical_FPSA.2	geometrical_FPSA.3	geometrical_FNSA.1	geometrical_FNSA.2	geometrical_FNSA.3	geometrical_WPSA.1	geometrical_WPSA.2	geometrical_WPSA.3	geometrical_WNSA.1	geometrical_WNSA.2	geometrical_WNSA.3	geometrical_RPCG	geometrical_RNCG	geometrical_RPCS	geometrical_RNCS	geometrical_THSA	geometrical_TPSA	geometrical_RHSA	geometrical_RPSA	hybrid_Wlambda1.unity	hybrid_Wlambda2.unity	hybrid_Wlambda3.unity	hybrid_Wnu1.unity	hybrid_Wnu2.unity	hybrid_Weta1.unity	hybrid_Weta2.unity	hybrid_Weta3.unity	hybrid_WT.unity	hybrid_WA.unity	hybrid_WV.unity	hybrid_WK.unity	hybrid_WD.unity	hybrid_BCUTw.1l	hybrid_BCUTw.1h	hybrid_BCUTc.1l	hybrid_BCUTc.1h	hybrid_BCUTp.1l	hybrid_BCUTp.1h	topological_nSmallRings	topological_nAromRings	topological_nRingBlocks	topological_nAromBlocks	topological_nRings3	topological_nRings4	topological_nRings5	topological_nRings6	topological_nRings7	topological_nRings8	topological_nRings9	topological_tpsaEfficiency	topological_Zagreb	topological_WPATH	topological_WPOL	topological_VAdjMat	topological_VABC	topological_TopoPSA	topological_topoShape	topological_geomShape	topological_PetitjeanNumber	topological_MDEC.11	topological_MDEC.12	topological_MDEC.13	topological_MDEC.14	topological_MDEC.22	topological_MDEC.23	topological_MDEC.24	topological_MDEC.33	topological_MDEC.34	topological_MDEC.44	topological_MDEO.11	topological_MDEO.12	topological_MDEO.22	topological_MDEN.11	topological_MDEN.12	topological_MDEN.13	topological_MDEN.22	topological_MDEN.23	topological_MDEN.33	topological_khs.sLi	topological_khs.ssBe	topological_khs.ssssBe	topological_khs.ssBH	topological_khs.sssB	topological_khs.ssssB	topological_khs.sCH3	topological_khs.dCH2	topological_khs.ssCH2	topological_khs.tCH	topological_khs.dsCH	topological_khs.aaCH	topological_khs.sssCH	topological_khs.ddC	topological_khs.tsC	topological_khs.dssC	topological_khs.aasC	topological_khs.aaaC	topological_khs.ssssC	topological_khs.sNH3	topological_khs.sNH2	topological_khs.ssNH2	topological_khs.dNH	topological_khs.ssNH	topological_khs.aaNH	topological_khs.tN	topological_khs.sssNH	topological_khs.dsN	topological_khs.aaN	topological_khs.sssN	topological_khs.ddsN	topological_khs.aasN	topological_khs.ssssN	topological_khs.sOH	topological_khs.dO	topological_khs.ssO	topological_khs.aaO	topological_khs.sF	topological_khs.sSiH3	topological_khs.ssSiH2	topological_khs.sssSiH	topological_khs.ssssSi	topological_khs.sPH2	topological_khs.ssPH	topological_khs.sssP	topological_khs.dsssP	topological_khs.sssssP	topological_khs.sSH	topological_khs.dS	topological_khs.ssS	topological_khs.aaS	topological_khs.dssS	topological_khs.ddssS	topological_khs.sCl	topological_khs.sGeH3	topological_khs.ssGeH2	topological_khs.sssGeH	topological_khs.ssssGe	topological_khs.sAsH2	topological_khs.ssAsH	topological_khs.sssAs	topological_khs.sssdAs	topological_khs.sssssAs	topological_khs.sSeH	topological_khs.dSe	topological_khs.ssSe	topological_khs.aaSe	topological_khs.dssSe	topological_khs.ddssSe	topological_khs.sBr	topological_khs.sSnH3	topological_khs.ssSnH2	topological_khs.sssSnH	topological_khs.ssssSn	topological_khs.sI	topological_khs.sPbH3	topological_khs.ssPbH2	topological_khs.sssPbH	topological_khs.ssssPb	topological_Kier1	topological_Kier2	topological_Kier3	topological_HybRatio	topological_fragC	topological_FMF	topological_ECCEN	topological_SCH.3	topological_SCH.4	topological_SCH.5	topological_SCH.6	topological_SCH.7	topological_VCH.3	topological_VCH.4	topological_VCH.5	topological_VCH.6	topological_VCH.7	topological_C1SP1	topological_C2SP1	topological_C1SP2	topological_C2SP2	topological_C3SP2	topological_C1SP3	topological_C2SP3	topological_C3SP3	topological_C4SP3	topological_ATSp1	topological_ATSp2	topological_ATSp3	topological_ATSp4	topological_ATSp5	topological_ATSm1	topological_ATSm2	topological_ATSm3	topological_ATSm4	topological_ATSm5	topological_ATSc1	topological_ATSc2	topological_ATSc3	topological_ATSc4	topological_ATSc5	toxicity_label
acenocoumarol	2.89100	353.08994	0	5	2.78000	4	12	4	28	0	41	17	16	3.67960	13.53946	85.65330	0.30230	106.74000	1	3	330.92552	617.77195	22.95374	298.27165	-556.81369	-41.75622	32.65387	1174.58564	64.70996	0.52595	0.98184	0.03648	0.47405	-0.88496	-0.06636	208.21740	388.70036	14.44243	187.67168	-350.34560	-26.27290	0.15919	0.19254	1.52697	0.72380	515.81559	113.38158	0.81980	0.18020	21.48610	49.35390	1.00000	0.83276	4588.23552	4155.56732	1510.76338	1.10412	3.03703	2.75064	7.38623	1.75446	1.32896	2311.39466	48.07697	13.22182	2467.37868	49.67272	13.51280	5381.91479	73.36153	17.52450	330.92552	617.77195	22.95374	298.27165	-556.81369	-41.75622	32.65387	1174.58564	64.70996	0.52595	0.98184	0.03648	0.47405	-0.88496	-0.06636	208.21740	388.70036	14.44243	187.67168	-350.34560	-26.27290	0.15919	0.19254	1.52697	0.72380	515.81559	113.38158	0.81980	0.18020	1.81885	3.68618	9.81029	0.11876	0.24069	0.39932	0.45798	0.44600	15.31532	60.71056	141.80011	0.23042	1.30330	11.99431	15.99995	-0.35953	0.29729	3.72686	11.85862	3	3	2	2	0	0	0	3	0	0	0	0.31338	136	1592	44	5.80735	315.68432	106.74000	1.00000	0.83276	0.50000	0.00000	1.55572	2.17696	0.00000	8.90041	22.97887	0.00000	12.77883	0.00000	0.00000	1.51885	0.95725	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	1	0	1	0	0	8	1	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.72704	9.00000	4.71627	0.15789	1199.07000	0.41463	500	0.00000	0.00000	0.00000	0.21203	0.38432	0.00000	0.00000	0.00000	0.06831	0.09392	0	0	1	12	3	1	1	1	0	1701.60650	2029.27116	2901.03502	3172.98368	2944.28517	31.00679	30.93357	45.20222	49.64584	51.36068	0.48820	-0.18184	0.06139	-0.17899	0.11642	1
acetaminophen	-1.91000	270.06743	0	6	1.90000	3	10	5	18	1	32	6	6	0.09090	0.00826	66.72050	0.51080	137.95000	4	5	409.65887	820.05196	46.41909	249.04962	-498.54560	-58.81388	160.60925	1318.59757	105.23297	0.62191	1.24494	0.07047	0.37809	-0.75685	-0.08929	269.84578	540.17519	30.57665	164.05110	-328.39622	-38.74120	0.13806	0.17960	3.43012	4.18390	360.57770	298.13079	0.54740	0.45260	19.50090	37.00310	1.00000	0.86950	3693.70287	3295.45191	728.16546	1.12085	5.07261	4.52569	6.93934	1.71363	1.71363	1542.86979	39.27938	11.55517	1701.48121	41.24901	11.93830	3242.59899	56.94382	14.80123	409.65887	820.05196	46.41909	249.04962	-498.54560	-58.81388	160.60925	1318.59757	105.23297	0.62191	1.24494	0.07047	0.37809	-0.75685	-0.08929	269.84578	540.17519	30.57665	164.05110	-328.39622	-38.74120	0.13806	0.17960	3.43012	4.18390	360.57770	298.13079	0.54740	0.45260	0.74781	2.47673	13.06848	0.04590	0.15201	0.45652	0.36500	0.58125	16.29301	43.99187	84.48923	0.35157	1.40278	11.98855	31.97207	-0.35964	0.34840	4.25882	11.29963	1	1	1	1	0	0	0	1	0	0	0	0.51080	84	672	23	5.16993	238.03699	137.95000	1.00000	0.86950	0.50000	0.00000	0.82227	1.38960	0.00000	2.24958	9.10851	0.00000	4.40260	0.00000	0.00000	0.93777	0.00000	0.00000	0.00000	0.14286	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	2	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.05556	7.55556	5.68047	0.27273	718.07000	0.18750	272	0.00000	0.00000	0.00000	0.06804	0.16427	0.00000	0.00000	0.00000	0.02406	0.05225	0	0	2	6	0	2	1	0	0	1121.37468	1248.01036	1595.55317	1523.54968	1232.56521	27.94559	23.16648	32.82866	35.77896	29.55677	0.48348	-0.18323	-0.09013	0.01515	0.07134	1
acetate	3.68500	196.14633	0	2	2.56000	0	3	3	15	0	34	0	0	1.12910	1.27487	53.84670	0.13408	26.30000	0	2	372.13595	344.64233	12.37531	62.67700	-58.04639	-12.53535	309.45895	402.68872	24.91066	0.85585	0.79262	0.02846	0.14415	-0.13350	-0.02883	161.80953	149.85495	5.38095	27.25277	-25.23932	-5.45053	0.27922	0.33706	2.09868	1.90065	385.37583	49.43712	0.88630	0.11370	24.73814	36.05986	1.00000	0.95010	1203.45536	1167.41551	380.82866	1.03087	3.16010	3.06546	5.09989	1.66650	1.53968	1038.05852	32.21892	10.12529	1232.74010	35.11040	10.72236	2189.39817	46.79101	12.98499	372.13595	344.64233	12.37531	62.67700	-58.04639	-12.53535	309.45895	402.68872	24.91066	0.85585	0.79262	0.02846	0.14415	-0.13350	-0.02883	161.80953	149.85495	5.38095	27.25277	-25.23932	-5.45053	0.27922	0.33706	2.09868	1.90065	385.37583	49.43712	0.88630	0.11370	1.60345	1.70237	6.03461	0.17167	0.18226	0.41316	0.46154	0.38294	9.34044	22.67905	48.49202	0.23456	1.25764	11.98853	16.00603	-0.33985	0.33234	4.05279	10.77329	3	0	1	0	0	0	2	1	0	0	0	0.13408	80	273	22	4.90689	206.33935	26.30000	1.00000	0.95010	0.50000	1.51309	3.77941	4.02991	4.12535	1.65096	4.01156	3.77976	1.65096	2.67270	1.00000	0.00000	0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	4	0	3	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.51556	2.99520	1.37024	0.91667	1043.02000	0.20588	144	0.00000	0.00000	0.13109	0.66991	1.49512	0.00000	0.00000	0.13109	0.65230	1.37529	0	0	1	0	0	4	4	1	2	945.43004	1161.16094	1870.59882	1410.46971	592.01648	15.54894	15.99628	27.10284	23.32837	12.99255	0.26538	-0.15562	0.03716	-0.00576	-0.00734	0
acetazolamide	-0.98100	221.98813	0	3	0.91000	0	12	3	13	0	19	5	5	-1.01800	1.03632	45.21360	0.68319	151.66000	2	7	218.49250	304.59287	21.35799	278.90250	-388.80838	-51.30123	-60.41000	693.40125	72.65922	0.43927	0.61238	0.04294	0.56073	-0.78169	-0.10314	108.67708	151.50297	10.62336	138.72471	-193.39135	-25.51698	0.18947	0.20117	0.60318	10.69625	281.04910	216.34590	0.56504	0.43496	17.59324	23.64676	0.75000	0.98710	1836.31862	1666.30415	273.14204	1.10203	6.72294	6.10050	5.16381	2.24351	2.24351	1641.54923	40.51604	11.79645	1709.23545	41.34290	11.95641	3044.69440	55.17875	14.49377	218.49250	304.59287	21.35799	278.90250	-388.80838	-51.30123	-60.41000	693.40125	72.65922	0.43927	0.61238	0.04294	0.56073	-0.78169	-0.10314	108.67708	151.50297	10.62336	138.72471	-193.39135	-25.51698	0.18947	0.20117	0.60318	10.69625	281.04910	216.34590	0.56504	0.43496	0.29902	1.04212	11.80333	0.02275	0.07928	0.25930	0.51827	0.62385	13.14447	16.14148	32.96402	0.42348	1.40143	11.98864	31.97307	-0.28052	0.26428	4.46439	12.19366	1	1	1	1	0	0	1	0	0	0	0	0.68319	64	257	14	4.70044	153.95033	151.66000	0.75000	0.98710	0.42857	0.00000	0.00000	1.21644	0.00000	0.00000	0.00000	0.00000	1.19055	0.00000	0.00000	0.65070	0.00000	0.00000	0.00000	0.76631	0.00000	1.65096	0.00000	0.00000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.07692	4.02216	3.32410	0.25000	205.09000	0.26316	140	0.00000	0.00000	0.11785	0.14226	0.26656	0.00000	0.00000	0.06124	0.06810	0.08628	0	0	1	0	0	1	0	0	0	946.53883	1063.80389	1456.61225	1023.75834	829.68933	29.01883	26.59241	38.03741	29.17062	22.52273	0.44829	-0.18396	-0.04825	-0.00314	-0.00671	0
acetone	0.76000	135.95238	0	1	1.57000	3	1	4	4	0	10	0	0	0.43310	0.18758	23.93150	0.12556	17.07000	0	1	298.97719	130.82057	17.63463	216.79796	-94.86219	-33.58531	82.17923	225.68276	51.21994	0.57967	0.25364	0.03419	0.42033	-0.18392	-0.06512	154.20501	67.47400	9.09550	111.81900	-48.92756	-17.32247	0.33431	0.68096	10.27170	48.85093	444.03689	71.73826	0.86091	0.13909	7.71404	12.46596	0.50000	0.72695	352.66157	327.39680	63.46995	1.07717	5.55636	5.15830	2.99636	1.56278	1.48931	509.23104	22.56615	7.98555	557.92045	23.62034	8.23236	900.24159	30.00403	9.65576	298.97719	130.82057	17.63463	216.79796	-94.86219	-33.58531	82.17923	225.68276	51.21994	0.57967	0.25364	0.03419	0.42033	-0.18392	-0.06512	154.20501	67.47400	9.09550	111.81900	-48.92756	-17.32247	0.33431	0.68096	10.27170	48.85093	444.03689	71.73826	0.86091	0.13909	0.47606	0.68916	2.23525	0.14000	0.20267	0.39041	0.31576	0.62119	3.40047	2.93264	7.06646	0.24300	1.32736	11.99888	78.91852	-0.29797	0.14644	4.26475	7.77976	0	0	0	0	0	0	0	0	0	0	0	0.12556	16	18	2	3.00000	85.88180	17.07000	0.50000	0.72695	0.33333	0.00000	0.50000	1.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5.00000	2.25000	4.00000	0.66667	61.02000	0.00000	19	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	1	0	2	0	0	0	190.93079	164.80093	139.84723	59.84469	0.00000	49.03256	9.98477	10.31686	15.51465	0.00000	0.16724	-0.02931	-0.08136	0.02705	0.00000	0
acetylcarnitine	-1.00100	203.11576	0	6	1.90000	4	3	7	13	2	31	0	0	-2.13980	4.57874	46.40700	0.32705	66.43000	0	4	344.31250	514.84657	27.37313	147.98283	-221.27705	-34.48350	196.32967	736.12361	61.85663	0.69940	1.04581	0.05560	0.30060	-0.44948	-0.07005	169.50344	253.45656	13.47566	72.85126	-108.93366	-16.97607	0.23951	0.23318	7.42685	0.00000	306.29108	186.00425	0.62217	0.37783	26.01452	31.48348	1.00000	0.65437	1394.56354	986.62911	706.94689	1.41346	1.97266	1.39562	5.53662	1.13912	1.06751	1085.05739	32.94021	10.27585	1250.10700	35.35685	10.77248	2224.06478	47.15999	13.05316	344.31250	514.84657	27.37313	147.98283	-221.27705	-34.48350	196.32967	736.12361	61.85663	0.69940	1.04581	0.05560	0.30060	-0.44948	-0.07005	169.50344	253.45656	13.47566	72.85126	-108.93366	-16.97607	0.23951	0.23318	7.42685	0.00000	306.29108	186.00425	0.62217	0.37783	1.11463	3.06178	4.46769	0.12895	0.35420	0.51268	0.47265	0.53769	8.64410	22.07166	45.96289	0.13764	1.52303	11.89000	15.99793	-0.34874	0.35820	3.85267	9.17929	0	0	0	0	0	0	0	0	0	0	0	0.32705	62	322	13	4.70044	205.10507	66.43000	1.00000	0.65437	0.50000	1.73205	2.59368	3.25393	0.00000	0.50000	3.46410	0.00000	1.19055	0.00000	0.00000	0.72112	0.94494	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.00000	5.77778	9.37278	0.77778	718.05000	0.00000	125	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	2	0	0	2	2	0	0	626.63615	664.89701	838.36704	660.33746	712.95343	17.45786	15.32519	21.70767	15.04801	21.20595	0.66558	-0.35840	0.03718	-0.02903	-0.06348	0
acetylcysteine	-0.13300	163.03031	0	4	1.46000	3	3	6	9	0	19	0	0	-0.49920	0.24920	36.81180	0.64528	105.20000	2	4	277.85535	360.77727	20.20017	179.55392	-233.13919	-45.52315	98.30143	593.91646	65.72332	0.60745	0.78874	0.04416	0.39255	-0.50969	-0.09952	127.09361	165.02286	9.23975	82.12962	-106.64003	-20.82271	0.21332	0.25445	0.83859	8.23184	297.79278	159.61649	0.65104	0.34896	14.69486	21.20714	0.66667	0.62696	856.99587	577.10534	468.97926	1.48499	1.82736	1.23056	4.86650	1.24911	1.18839	805.60910	28.38325	9.30482	908.48142	30.14103	9.68513	1588.53906	39.85648	11.66808	277.85535	360.77727	20.20017	179.55392	-233.13919	-45.52315	98.30143	593.91646	65.72332	0.60745	0.78874	0.04416	0.39255	-0.50969	-0.09952	127.09361	165.02286	9.23975	82.12962	-106.64003	-20.82271	0.21332	0.25445	0.83859	8.23184	297.79278	159.61649	0.65104	0.34896	0.71628	1.95066	4.32445	0.10245	0.27901	0.39001	0.40221	0.54106	6.99139	12.93024	25.96381	0.21390	1.33328	11.99459	31.97207	-0.33044	0.27703	4.26891	9.14735	0	0	0	0	0	0	0	0	0	0	0	0.64528	40	127	10	4.16993	145.63993	105.20000	0.66667	0.62696	0.40000	0.00000	0.25000	1.31037	0.00000	0.00000	1.65096	0.00000	1.65096	0.00000	0.00000	0.81433	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.00000	4.76033	4.48000	0.60000	234.05000	0.00000	72	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	2	0	0	2	1	0	0	446.49918	451.06495	505.09184	441.01316	318.35469	18.81114	11.99843	15.49254	15.88644	17.11095	0.40007	-0.16594	-0.03832	0.06900	-0.15525	1
acitretin	5.79000	326.18819	1	6	3.44000	9	18	10	24	0	50	6	6	5.53390	30.62405	104.16650	0.14265	46.53000	1	2	531.80710	883.86718	29.32979	230.84279	-383.66235	-35.81841	300.96431	1267.52953	65.14820	0.69731	1.15894	0.03846	0.30269	-0.50306	-0.04697	405.58263	674.08121	22.36836	176.05223	-292.60005	-27.31691	0.17062	0.20961	2.01758	2.88916	619.58458	143.06532	0.81241	0.18759	31.29738	56.70262	0.87500	0.85805	8905.98515	8694.02725	706.44289	1.02438	12.60680	12.30677	8.55163	2.90458	2.90458	1806.84724	42.50703	12.17981	2069.45604	45.49127	12.74340	3726.83829	61.04784	15.50411	531.80710	883.86718	29.32979	230.84279	-383.66235	-35.81841	300.96431	1267.52953	65.14820	0.69731	1.15894	0.03846	0.30269	-0.50306	-0.04697	405.58263	674.08121	22.36836	176.05223	-292.60005	-27.31691	0.17062	0.20961	2.01758	2.88916	619.58458	143.06532	0.81241	0.18759	1.20770	2.59083	24.48918	0.04269	0.09159	0.31576	0.38143	0.51740	28.28771	96.15178	201.06467	0.39929	1.21459	11.99615	15.99871	-0.37723	0.28366	4.00692	10.85862	1	1	1	1	0	0	0	1	0	0	0	0.14265	112	1626	34	5.58496	353.79469	46.53000	0.87500	0.85805	0.46667	2.35291	8.16907	11.19446	0.00000	6.23956	14.79235	0.00000	7.10402	0.00000	0.00000	0.50000	0.14286	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	6	0	0	0	6	1	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.04167	10.87109	7.42440	0.28571	1948.03000	0.12000	549	0.00000	0.00000	0.00000	0.04536	0.20023	0.00000	0.00000	0.00000	0.01804	0.07191	0	0	1	8	6	5	0	0	0	1574.17959	1743.09299	2268.09912	2333.00740	1969.28853	26.32341	25.32837	34.10284	35.66046	33.32464	0.35229	-0.19909	0.01576	0.02680	-0.03002	1
aclarubicin	2.55700	811.34152	1	10	4.32000	0	18	4	64	1	111	12	12	-1.11730	1.24836	196.89440	0.26752	217.05000	4	14	911.08455	5239.88088	53.61584	304.54220	-1751.50031	-71.75067	606.54234	6991.38119	125.36651	0.74948	4.31044	0.04411	0.25052	-1.44082	-0.05902	1107.53875	6369.73937	65.17685	370.20965	-2129.17064	-87.22203	0.04718	0.06778	0.01780	1.08682	941.77706	273.84969	0.77473	0.22527	77.16397	122.39003	1.00000	0.84259	38651.46034	33478.38992	7168.51566	1.15452	5.39184	4.67020	12.75689	1.92811	1.86882	4966.36082	70.47241	17.06133	5507.54686	74.21285	17.65981	14046.79045	118.51916	24.12824	911.08455	5239.88088	53.61584	304.54220	-1751.50031	-71.75067	606.54234	6991.38119	125.36651	0.74948	4.31044	0.04411	0.25052	-1.44082	-0.05902	1107.53875	6369.73937	65.17685	370.20965	-2129.17064	-87.22203	0.04718	0.06778	0.01780	1.08682	941.77706	273.84969	0.77473	0.22527	2.08800	8.86605	40.10652	0.04089	0.17364	0.30933	0.33038	0.54900	51.06057	457.84121	1251.36650	0.33910	1.18872	11.99320	16.00908	-0.39040	0.27164	4.46005	12.06045	7	3	4	1	0	0	0	7	0	0	0	0.26752	324	14870	118	7.00000	743.17818	217.05000	1.00000	0.84259	0.50000	2.24630	7.66657	21.14477	1.01715	5.63159	35.51451	1.87987	0.00000	4.27314	0.00000	2.90371	6.12920	3.39400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	7	0	6	0	0	4	12	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.00635	18.61224	8.92707	0.61905	10383.16000	0.35135	2342	0.00000	0.00000	0.00000	0.36888	1.17400	0.00000	0.00000	0.00000	0.18536	0.42771	0	0	1	9	6	7	14	2	0	4311.97348	5300.93274	8082.62367	9441.51803	9369.37730	69.97702	71.80457	113.05346	137.59202	148.23591	2.02941	-0.94330	0.09698	-0.24039	-0.15564	0
acrivastine	3.98900	348.18378	0	6	3.44000	3	19	4	28	1	50	12	12	3.25070	10.56705	102.29270	0.15345	53.43000	1	4	509.53904	901.26531	28.98003	215.42573	-381.04193	-34.63545	294.11330	1282.30724	63.61548	0.70285	1.24318	0.03997	0.29715	-0.52560	-0.04778	369.39785	653.38560	21.00950	156.17607	-276.24198	-25.10948	0.16022	0.18552	1.50151	6.25017	590.59023	134.37454	0.81465	0.18535	30.49497	58.52703	1.00000	0.76647	7124.01451	4988.63618	2454.86581	1.42805	2.90200	2.03214	8.94687	1.31385	1.12912	2103.58788	45.86489	12.81308	2347.74961	48.45358	13.29078	4396.21238	66.30394	16.38172	509.53904	901.26531	28.98003	215.42573	-381.04193	-34.63545	294.11330	1282.30724	63.61548	0.70285	1.24318	0.03997	0.29715	-0.52560	-0.04778	369.39785	653.38560	21.00950	156.17607	-276.24198	-25.10948	0.16022	0.18552	1.50151	6.25017	590.59023	134.37454	0.81465	0.18535	0.89674	9.14550	12.84227	0.03919	0.39964	0.34559	0.51026	0.41338	22.88452	137.16635	265.37200	0.17088	1.26922	11.90000	15.99593	-0.32826	0.28348	3.93353	11.79441	3	2	3	2	0	0	1	2	0	0	0	0.15345	130	1755	34	5.80735	346.04459	53.43000	1.00000	0.76647	0.50000	0.00000	2.47235	1.28097	0.00000	23.39668	22.94926	0.00000	4.32350	0.00000	0.00000	0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0	0	0	0	0	0	1	0	5	0	3	7	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.72704	10.51863	6.54222	0.27273	2054.04000	0.40000	521	0.00000	0.00000	0.14434	0.26873	0.31065	0.00000	0.00000	0.11180	0.12835	0.11049	0	0	1	12	3	4	2	0	0	1782.01085	2043.88940	2722.01237	2664.92212	2557.98542	28.26890	29.49509	39.60193	35.49509	34.66128	0.36750	-0.20167	0.02544	0.01338	-0.14271	0
